"stable_id","name_en","name_zh","institution_family","institution","recorded_billet","reported_military_rank","appointment_record","current_title_source","title_freshness","primary_mapped_claims","birth_record","open_gap_count","last_corroborated","source_count","linked_gap_ids"
"PLA-DB5D9F07FB26","Zhang Hongbin","张洪斌","Joint theater command","Western Theater Command","Western Theater deputy commander and TCAF commander","lieutenant general","inferred_current","not_mapped","pre_2025","0","not_public","0","assessed since 2022-03; roster accessed 2026-08-31","2",""
"PLA-58F6C845E87A","Zhang Jianming","张建明","People's Armed Police","China Coast Guard","Director, China Coast Guard","","official_title_with_scope_caveat","official_mapped","observed_2026","1","not_public","0","2026-01-30","1",""
"PLA-5A2B963D8884","Zhang Jianzhong","张建中","People's Armed Police","China Coast Guard","Director, Enforcement Department, China Coast Guard","","official_title_with_scope_caveat","official_mapped","observed_2026","1","not_public","0","2026-05-22","1",""
"PLA-18C73C7EDA2D","Zhang Jichun","张继春","Joint theater command","Eastern Theater Command","Eastern Theater Command deputy political commissar and Political Work Department director; apparently acting political commissar","Lieutenant General","legacy_unverified","not_mapped","not_established","0","recorded","0","unknown","2",""
"PLA-6B65EA9536D1","Zhang Like","张立克","CMC / central joint","CMC / central joint","Director (minister) and Party Committee Secretary, CMC National Defense Mobilization Department","Vice Admiral","formal_current","official_mapped","observed_2026","3","recorded","0","2026-02-24","6",""
"PLA-6185A59D31D0","Zhang Meiyu","张美玉","Institution unresolved","institution unresolved","commanding officer of destroyer Zunyi","Senior Captain","formal_current","official_mapped","observed_2026","4","recorded","1","2026-08-05","8","G15"
"PLA-BF43DD3084DC","Zhang Pingyi","张平一","Institution unresolved","institution unresolved","Last reliably identified as Type 052D destroyer Xiamen captain","Senior Captain (last observed)","legacy_unverified","not_mapped","not_established","0","recorded","0","unknown","2",""
"PLA-50422BD09957","Zhang Shaoying","张韶颖","Joint theater command","Western Theater Command","Deputy political commissar, Western Theater Command; director, Political Work Department","Lieutenant general","official_title_with_scope_caveat","official_mapped","observed_2026","2","not_public","0","2026-02-12","1",""
"PLA-C486000672BB","Zhang Shengmin","张升民","CMC / central joint","CMC / central joint","Vice Chairman, CCP Central Military Commission; Vice Chairman, PRC Central Military Commission","General","formal_current","official_mapped","observed_2025","5","recorded","0","2025-10-29","4",""
"PLA-ABCF66988C96","Zhang Shuguang","张曙光","CMC / central joint","CMC / central joint","Secretary, CMC Discipline Inspection Commission; Director, CMC Supervisory Commission","General","formal_current","official_mapped","observed_2026","3","not_public","0","2026-07-03","2",""
"PLA-3A0FA31C3106","Zhang Xiaogang","张晓刚","CMC / central joint","CMC / central joint","MND Information Bureau deputy director and spokesman","Senior colonel","legacy_unverified","not_mapped","not_established","0","recorded","0","unknown","1",""
"PLA-114EAACF97FC","Zhang Yutang","张玉堂","CMC / central joint","CMC / central joint","Deputy director, CMC Political Work Department","Lieutenant General","legacy_unverified","not_mapped","not_established","0","recorded","0","unknown","2",""
"PLA-7951D8B25756","Zhang Zhan","张战","Military education / research","National University of Defense Technology","Political commissar, National University of Defense Technology","","official_title_with_scope_caveat","official_mapped","observed_2026","1","not_public","0","2026-08-30","1",""
"PLA-0CE77875A7F3","Zhang Zheng","张峥","PLA Navy / Marines","PLA Navy / Marines","PLAN chief of staff and apparent officer performing the service's senior military work","Vice Admiral","inferred_current","not_mapped","not_established","0","recorded","1","unknown","4","G03|G08"
"PLA-AAEDAB9AF4DF","Zhang Zuosheng","张作胜","Aerospace / cyberspace / information","Aerospace Force","most likely Aerospace Force political commissar","lieutenant general by 2026 protocol assessment","conflicting_current","not_mapped","pre_2025","0","not_public","0","2024-05-04 official; probable force leadership in 2026","4",""
"PLA-AF37872B1F0C","Zhao Dongfang","赵东方","People's Armed Police","People's Armed Police","Reported PAP deputy commander and chief of staff from March 2026; April protocol indicates he succeeded Peng Jingtang as officer handling military work. No formal commander appointment located.","Lieutenant General","acting_role_mixture","not_mapped","observed_2026","3","recorded","0","2026-03; handling-work signal 2026-04","9",""
"PLA-A86699444A61","Zheng Shoudong","郑守东","CMC / central joint","CMC / central joint","CMC Joint Operations Command Center deputy","lieutenant general; deputy-theater grade","legacy_unverified","not_mapped","not_established","0","recorded","0","unknown","2",""
"PLA-FAC19C8B4368","Zheng Xuan","郑璇","Joint theater command","Northern Theater Command","Political commissar, Northern Theater Command","","official_title_with_scope_caveat","official_mapped","observed_2025","1","not_public","0","2025-01-25","1",""
"PLA-6DADF88DFC1E","Zheng Yanpo","郑堰坡","PLA Army / military district","PLA Army","Reported Army Political Work Department director and apparent presiding political officer from mid-2026; formal appointment text not located.","Lieutenant general (reported)","acting_role_mixture","not_mapped","observed_2026","3","recorded","0","2026-06 reported protocol; official authored record through 2024","6",""
"PLA-46E9078B4DAD","Zhou Hongchao","周宏潮","PLA Rocket Force","PLA Rocket Force","Rocket Force researcher, confirmed August 2026","rank and administrative grade not publicly stated","legacy_unverified","not_mapped","not_established","0","recorded","0","unknown","2",""
"PLA-6003BD2B6DAE","Zhou Hongxu","周洪许","PLA Army / military district","PLA Army","Reported director, Central Guard Bureau","Lieutenant General","legacy_unverified","not_mapped","not_established","0","recorded","0","unknown","2",""
"PLA-0EC1B8872EAF","Zhou Jingjiong","周晶炯","PLA Rocket Force","PLA Rocket Force","Reported PLARF Political Work Department director and likely deputy PC; appears to handle political work. No official PC appointment located.","Lieutenant General","acting_role_mixture","not_mapped","observed_2025","2","not_public","2","2025-12; maintained through 2026-08","6","G03|G07"
"PLA-C058BD080EC1","Zhou Yijian","周义建","Military education / research","Air Force Engineering University","Vice president, Air Force Engineering University","","official_title_with_scope_caveat","official_mapped","observed_2026","1","not_public","0","2026-08-28","1",""
"PLA-877762113D8E","Zhou Yongkun","周勇坤","PLA Rocket Force","PLA Rocket Force","Unknown. Last firmly confirmed as missile-brigade commander in 2021; described as a base department chief in 2022 reporting. No reliable post-2022 title located.","not publicly disclosed; likely senior-colonel/major-general feeder billet but not asserted","stale_or_unknown","not_mapped","pre_2025","2","not_public","0","2021-08-08","3",""
"PLA-F61F51661B8F","Zhou Youya","周友亚","People's Armed Police","People's Armed Police","PAP deputy commander in specialist rosters; previously PAP chief of staff. Recent text-confirmed visibility is limited.","","inferred_current","not_mapped","pre_2025","1","not_public","0","2024-04 official-channel derivative; roster through 2026-08","3",""
"PLA-1493DE64544D","Zhu Chuansheng","祝传生","CMC / central joint","CMC Joint Staff Department","Reported JSD deputy chief and apparent presiding military officer since January 2026; acting-chief status is not text-confirmed.","Lieutenant general (reported)","acting_role_mixture","not_mapped","observed_2026","2","not_public","2","2026-04-08 protocol observation; current title reconstructed","5","G02|G15"
"PLA-C02CA4FF752C","Zhu Guobiao","朱国标","People's Armed Police","People's Armed Police","PAP deputy political commissar; PAP-channel reporting first disclosed the role in April 2024. Specialist roster maintains continuity.","","inferred_current","not_mapped","pre_2025","1","recorded","0","2024-04-28 to 2024-04-30","3",""
"PLA-5ADF0E280901","Zhu Wenxiang","朱文祥","People's Armed Police","People's Armed Police","PAP deputy commander in specialist rosters; last located primary title use was February 2024.","","inferred_current","not_mapped","pre_2025","3","recorded","0","2024-02-02","4",""
"PLA-C5F8B032573F","Zhu Xiaoqian","朱小谦","PLA Army / military district","PLA Army","PLA Army Engineering University president","major general; corps-grade academic leadership","legacy_unverified","not_mapped","not_established","0","not_public","0","unknown","2",""
"PLA-636E08C2A4F1","Zhu Xiaoqian","朱小谦","Military education / research","Army Engineering University","President, Army Engineering University","Major general","official_title_with_scope_caveat","official_mapped","observed_2026","2","not_public","0","2026-06-15","1",""
"PLA-7ABD610F0ACD","Zhu Xiaosong","朱晓松","Joint theater command","Central Theater Command","Reported PLARF deputy commander after transfer from Central Theater; appointment was not officially announced and recent named visibility is limited.","Lieutenant General","inferred_current","not_mapped","pre_2025","1","not_public","0","reported 2023-07; maintained through 2026-08","3",""
"PLA-9C94FDD2DBB2","Zuo Jun","左军","Military education / research","Information Support Force Engineering University","President, Information Support Force Engineering University","","official_title_with_scope_caveat","official_mapped","observed_2025","1","not_public","0","2025-09-20","1",""
